Age,Gender,Region,Educational_Background,Technical_Skills,Experience_Level,Preferred_Job_Role,Salary_Expectation,Application_Source,Application_Status,Interview_Score,Certifications_Count
22.0,Prefer Not to Say,North America,Business,"Python, SQL",1.0,BI Analyst,83677.45,nan,Pending,43.0,4.0
24.0,Male,Asia,Mathematics,"SQL, PowerBI",3.0,BI Analyst,75202.7,Referral,nan,83.0,
40.0,Prefer Not to Say,Oceania,Engineering,"R, Excel",3.0,Data Analyst,91512.12,nan,Accepted,49.0,5.0
32.0,nan,North America,nan,nan,,ML Engineer,48237.09,Job Portal,Pending,66.0,0.0
32.0,Non-Binary,North America,Mathematics,"SQL, PowerBI",1.0,Data Architect,78415.96,nan,Pending,84.0,4.0
30.0,Prefer Not to Say,nan,Business,"R, Excel",0.0,BI Analyst,71531.02,nan,Pending,47.0,3.0
35.0,Prefer Not to Say,Europe,Business,nan,1.0,BI Analyst,66949.29,LinkedIn,Pending,79.0,2.0
26.0,Prefer Not to Say,Oceania,Engineering,"SQL, PowerBI",,Data Engineer,65785.63,Company Website,Accepted,53.0,1.0
35.0,nan,Europe,Computer Science,"SQL, PowerBI",,Data Engineer,86698.76,Job Portal,nan,83.0,1.0
26.0,Prefer Not to Say,South America,Mathematics,nan,,Data Engineer,42076.37,Campus Recruitment,nan,99.0,0.0
35.0,nan,North America,Mathematics,"Excel, R",,Data Architect,77087.52,Campus Recruitment,Rejected,66.0,
40.0,nan,Oceania,Arts,"Python, Tableau",10.0,BI Analyst,48543.44,Campus Recruitment,Rejected,91.0,2.0
24.0,Non-Binary,North America,nan,nan,,BI Analyst,66330.96,Company Website,Rejected,44.0,5.0
24.0,Male,South America,Business,"SQL, PowerBI",7.0,Data Architect,69245.38,Company Website,Pending,83.0,
22.0,nan,Africa,Business,"Excel, R",10.0,nan,94247.07,Referral,nan,84.0,0.0
,Female,South America,Engineering,"SQL, PowerBI",5.0,BI Analyst,61996.64,LinkedIn,Pending,62.0,1.0
24.0,Prefer Not to Say,Europe,Engineering,"Python, Tableau",1.0,ML Engineer,70815.3,Job Portal,nan,99.0,3.0
24.0,Female,Europe,Engineering,"Excel, R",7.0,ML Engineer,51567.97,nan,Accepted,44.0,0.0
28.0,Prefer Not to Say,North America,Arts,nan,0.0,ML Engineer,77587.34,Campus Recruitment,nan,84.0,2.0
28.0,Non-Binary,Europe,nan,"R, Excel",1.0,nan,50034.58,Job Portal,Rejected,81.0,5.0
22.0,nan,Oceania,Computer Science,"Python, Tableau",10.0,Data Scientist,43327.68,Referral,Accepted,81.0,0.0
,Male,South America,Engineering,"Python, SQL",5.0,BI Analyst,47366.12,Campus Recruitment,nan,84.0,5.0
30.0,nan,North America,Engineering,nan,2.0,Data Architect,65742.72,Job Portal,Rejected,68.0,1.0
28.0,Prefer Not to Say,South America,Statistics,nan,3.0,BI Analyst,66492.41,LinkedIn,Accepted,43.0,0.0
30.0,Male,South America,nan,nan,0.0,Data Architect,87020.72,LinkedIn,Accepted,43.0,3.0
20.0,nan,North America,Engineering,"Excel, R",2.0,nan,92832.39,Referral,Accepted,47.0,5.0
28.0,Male,nan,Arts,"Python, SQL",3.0,Data Analyst,92471.06,Job Portal,Rejected,43.0,1.0
40.0,Prefer Not to Say,Africa,Mathematics,"Excel, R",2.0,Data Analyst,87260.93,Referral,Pending,81.0,5.0
,Non-Binary,nan,Computer Science,"R, Excel",10.0,Data Scientist,101131.43,Referral,Rejected,83.0,0.0
22.0,Non-Binary,Europe,Mathematics,"Excel, R",1.0,Data Analyst,76830.42,Referral,nan,44.0,4.0
20.0,nan,Asia,Statistics,nan,,ML Engineer,77049.08,Company Website,Pending,70.0,5.0
,Female,nan,Business,"SQL, PowerBI",1.0,Data Scientist,97405.43,LinkedIn,Accepted,,4.0
40.0,Prefer Not to Say,Asia,Business,"Python, SQL",3.0,Data Scientist,53284.84,Company Website,Rejected,78.0,1.0
,nan,Asia,Engineering,"Python, SQL",3.0,Data Scientist,84097.44,nan,Pending,66.0,3.0
40.0,nan,Europe,Statistics,"Excel, R",1.0,Data Engineer,69292.54,Company Website,Rejected,81.0,
40.0,Non-Binary,Africa,Mathematics,"SQL, PowerBI",1.0,nan,89997.84,LinkedIn,Rejected,43.0,
30.0,Male,South America,Arts,"SQL, PowerBI",7.0,Data Analyst,87726.83,Referral,nan,53.0,2.0
35.0,Prefer Not to Say,North America,Computer Science,"Excel, R",3.0,BI Analyst,67534.91,Job Portal,Rejected,84.0,3.0
20.0,Male,Africa,nan,"Python, Tableau",3.0,Data Engineer,51928.32,Referral,Accepted,,0.0
,Prefer Not to Say,Asia,Mathematics,"R, Excel",,Data Architect,90243.03,Referral,Pending,43.0,1.0
26.0,Female,Oceania,Statistics,"Excel, R",,ML Engineer,62903.02,Company Website,Accepted,84.0,4.0
20.0,Non-Binary,Europe,Statistics,nan,,Data Engineer,71816.16,Job Portal,nan,43.0,2.0
35.0,Female,nan,nan,"SQL, PowerBI",,ML Engineer,53216.28,LinkedIn,nan,83.0,
20.0,nan,Europe,Mathematics,"R, Excel",10.0,nan,64590.95,Campus Recruitment,nan,71.0,1.0
24.0,Non-Binary,nan,Computer Science,"Excel, R",7.0,BI Analyst,85244.67,LinkedIn,nan,53.0,1.0
26.0,nan,North America,Mathematics,"R, Excel",3.0,BI Analyst,75777.47,Job Portal,Pending,49.0,1.0
35.0,Female,Oceania,Mathematics,"Python, Tableau",10.0,Data Analyst,58730.71,LinkedIn,nan,84.0,0.0
30.0,Prefer Not to Say,South America,Computer Science,"SQL, PowerBI",5.0,Data Architect,41818.68,Company Website,Accepted,99.0,4.0
,nan,Africa,Arts,"Python, Tableau",10.0,Data Engineer,80322.86,Job Portal,Rejected,99.0,5.0
32.0,Male,Oceania,nan,"Python, Tableau",7.0,BI Analyst,63771.16,Campus Recruitment,Accepted,47.0,4.0
35.0,Prefer Not to Say,Africa,Statistics,"SQL, PowerBI",5.0,nan,72623.06,Campus Recruitment,Rejected,84.0,4.0
22.0,Prefer Not to Say,Africa,Computer Science,nan,,ML Engineer,67946.97,Job Portal,Pending,62.0,
,Female,South America,Engineering,"Python, Tableau",1.0,BI Analyst,63619.35,LinkedIn,Pending,70.0,2.0
35.0,Female,South America,Engineering,"Excel, R",5.0,Data Analyst,79298.71,Campus Recruitment,nan,83.0,5.0
24.0,Non-Binary,nan,Engineering,"Excel, R",10.0,ML Engineer,56974.36,nan,Rejected,53.0,5.0
32.0,Non-Binary,South America,Engineering,"R, Excel",0.0,Data Scientist,72244.17,Job Portal,Rejected,84.0,5.0
24.0,Male,North America,nan,"Excel, R",1.0,Data Architect,76220.7,Job Portal,nan,68.0,
32.0,Prefer Not to Say,Europe,Business,"Excel, R",0.0,Data Analyst,90212.91,Job Portal,Accepted,53.0,0.0
22.0,Male,Asia,Arts,"R, Excel",2.0,nan,70782.57,Referral,Accepted,70.0,3.0
,Male,South America,Business,"Python, SQL",0.0,nan,52121.79,LinkedIn,Accepted,53.0,4.0
30.0,Female,Europe,Mathematics,"SQL, PowerBI",2.0,nan,80122.03,Job Portal,Pending,47.0,3.0
24.0,Male,nan,Mathematics,"Excel, R",0.0,nan,56678.57,Job Portal,Rejected,83.0,
24.0,Male,South America,Computer Science,"R, Excel",10.0,Data Analyst,59948.53,Referral,Pending,83.0,1.0
40.0,nan,Asia,Engineering,"Python, Tableau",10.0,Data Scientist,62501.96,Company Website,Rejected,84.0,5.0
32.0,Non-Binary,Oceania,Computer Science,"Python, Tableau",2.0,Data Architect,67228.44,Referral,Rejected,83.0,1.0
28.0,Non-Binary,South America,Mathematics,nan,,nan,89392.05,Job Portal,nan,99.0,1.0
,Prefer Not to Say,Europe,Engineering,"Excel, R",2.0,BI Analyst,79779.34,LinkedIn,Pending,44.0,4.0
32.0,Non-Binary,nan,nan,"SQL, PowerBI",1.0,Data Analyst,53499.8,Referral,Accepted,70.0,5.0
40.0,Prefer Not to Say,nan,Statistics,"R, Excel",10.0,Data Scientist,92689.49,Job Portal,Accepted,49.0,
20.0,nan,North America,Arts,nan,3.0,Data Architect,85916.36,nan,Pending,,1.0
32.0,Non-Binary,nan,Mathematics,nan,3.0,Data Scientist,76248.91,LinkedIn,nan,43.0,0.0
30.0,nan,Oceania,Statistics,"R, Excel",1.0,Data Architect,35238.82,Referral,Rejected,78.0,5.0
,Non-Binary,nan,Computer Science,"R, Excel",2.0,Data Analyst,57338.79,Campus Recruitment,Pending,70.0,1.0
40.0,Non-Binary,nan,Statistics,"R, Excel",3.0,Data Engineer,70135.58,LinkedIn,Accepted,62.0,4.0
20.0,nan,Oceania,Computer Science,"R, Excel",3.0,nan,94831.39,nan,nan,84.0,
26.0,Male,Oceania,Mathematics,"SQL, PowerBI",0.0,Data Analyst,89882.03,Job Portal,Rejected,78.0,0.0
40.0,Male,Asia,Business,"R, Excel",5.0,nan,55518.53,LinkedIn,nan,78.0,4.0
26.0,Male,Europe,nan,"SQL, PowerBI",1.0,Data Architect,44796.01,LinkedIn,Pending,53.0,1.0
,Male,Africa,nan,"SQL, PowerBI",5.0,Data Engineer,67263.79,Job Portal,Accepted,83.0,0.0
24.0,Non-Binary,nan,Arts,"SQL, PowerBI",2.0,BI Analyst,72105.74,Campus Recruitment,Rejected,91.0,1.0
40.0,Female,Africa,nan,"Python, Tableau",0.0,Data Scientist,51381.78,LinkedIn,nan,62.0,0.0
22.0,nan,Africa,Statistics,"Python, SQL",3.0,ML Engineer,56936.4,Job Portal,Pending,44.0,3.0
26.0,Female,North America,nan,nan,7.0,Data Analyst,101742.15,LinkedIn,Pending,81.0,0.0
30.0,Female,South America,Statistics,"Excel, R",0.0,ML Engineer,64389.66,Company Website,Accepted,,3.0
22.0,Prefer Not to Say,nan,Mathematics,"Python, Tableau",1.0,BI Analyst,65487.61,Campus Recruitment,Pending,84.0,1.0
35.0,Male,South America,nan,"Python, SQL",10.0,Data Analyst,112394.59,nan,nan,47.0,0.0
35.0,Non-Binary,South America,Mathematics,nan,2.0,ML Engineer,64919.08,Company Website,Pending,83.0,4.0
20.0,Male,North America,nan,"Python, Tableau",0.0,BI Analyst,54830.3,LinkedIn,Pending,70.0,5.0
24.0,Male,Africa,Computer Science,nan,0.0,Data Engineer,59362.4,Campus Recruitment,nan,66.0,0.0
,Female,Oceania,Engineering,"SQL, PowerBI",0.0,BI Analyst,74373.74,Job Portal,Pending,62.0,0.0
40.0,Prefer Not to Say,South America,Engineering,"SQL, PowerBI",3.0,Data Analyst,62876.69,Company Website,Accepted,70.0,5.0
28.0,Male,Oceania,Engineering,"R, Excel",2.0,Data Architect,68047.8,Campus Recruitment,Rejected,83.0,0.0
30.0,nan,Oceania,Computer Science,"SQL, PowerBI",3.0,Data Architect,69355.65,Campus Recruitment,Rejected,81.0,2.0
26.0,nan,North America,Engineering,"Python, Tableau",0.0,nan,117217.99,LinkedIn,Pending,78.0,4.0
,Male,North America,Mathematics,nan,10.0,nan,80689.69,nan,Accepted,47.0,0.0
22.0,Female,Europe,Business,"Excel, R",3.0,Data Architect,55734.17,Company Website,Pending,83.0,0.0
35.0,Female,nan,Business,nan,3.0,Data Analyst,67386.93,nan,Pending,71.0,1.0
30.0,Non-Binary,South America,nan,"SQL, PowerBI",1.0,Data Analyst,82045.51,Job Portal,Pending,78.0,5.0
28.0,Prefer Not to Say,Africa,Business,nan,,BI Analyst,86242.79,Referral,Pending,71.0,
40.0,Female,Asia,Engineering,"Python, SQL",5.0,Data Analyst,45933.81,LinkedIn,Rejected,71.0,5.0
20.0,Non-Binary,North America,Business,nan,5.0,nan,48743.33,nan,Pending,44.0,
28.0,nan,Oceania,Statistics,"Python, Tableau",,BI Analyst,77049.49,Campus Recruitment,Pending,78.0,4.0
30.0,nan,Europe,Engineering,"Python, SQL",1.0,Data Architect,60433.88,Company Website,Pending,83.0,0.0
28.0,nan,Asia,Statistics,"R, Excel",1.0,nan,58326.86,Referral,Rejected,47.0,0.0
30.0,Male,North America,Mathematics,"R, Excel",7.0,Data Scientist,72806.19,nan,Accepted,71.0,0.0
30.0,Prefer Not to Say,Europe,Statistics,nan,,Data Scientist,81861.42,Campus Recruitment,Accepted,68.0,
32.0,Non-Binary,Oceania,Mathematics,"Excel, R",3.0,nan,66416.05,Company Website,Accepted,71.0,3.0
26.0,Prefer Not to Say,South America,Computer Science,"Python, Tableau",7.0,nan,40854.19,Company Website,Accepted,84.0,2.0
35.0,Male,nan,Computer Science,"Excel, R",3.0,Data Scientist,62071.39,Referral,Accepted,62.0,4.0
32.0,Non-Binary,nan,nan,"Python, SQL",2.0,ML Engineer,52593.92,Campus Recruitment,nan,99.0,3.0
40.0,Non-Binary,Europe,Statistics,"Excel, R",5.0,Data Scientist,78425.87,Referral,Pending,71.0,0.0
32.0,Female,North America,Arts,"Python, SQL",3.0,Data Scientist,100757.45,Job Portal,Pending,91.0,5.0
24.0,Prefer Not to Say,nan,Mathematics,"Excel, R",2.0,BI Analyst,74318.78,LinkedIn,Accepted,49.0,4.0
24.0,Prefer Not to Say,nan,Engineering,"R, Excel",,BI Analyst,76615.2,LinkedIn,nan,70.0,3.0
35.0,Female,South America,Arts,"Python, Tableau",10.0,Data Architect,82195.01,Job Portal,Rejected,68.0,2.0
28.0,nan,Oceania,Mathematics,"Excel, R",7.0,nan,90220.69,Campus Recruitment,nan,47.0,3.0
26.0,Male,Africa,Engineering,nan,5.0,Data Analyst,61272.17,Referral,Pending,70.0,
35.0,Prefer Not to Say,nan,Mathematics,"Python, SQL",,Data Analyst,69205.93,LinkedIn,Accepted,81.0,1.0
30.0,Female,Europe,Mathematics,nan,2.0,Data Analyst,84226.96,Job Portal,nan,81.0,0.0
22.0,Non-Binary,Asia,Engineering,"Python, Tableau",2.0,Data Architect,55874.54,Company Website,Rejected,,3.0
26.0,Female,Oceania,Mathematics,nan,1.0,BI Analyst,47364.49,nan,Accepted,79.0,5.0
26.0,nan,South America,Mathematics,"R, Excel",0.0,BI Analyst,63024.05,nan,Rejected,70.0,2.0
30.0,Male,Oceania,Mathematics,"R, Excel",0.0,Data Scientist,88845.89,LinkedIn,Accepted,71.0,5.0
30.0,nan,South America,nan,"SQL, PowerBI",0.0,Data Engineer,72107.57,LinkedIn,Pending,62.0,5.0
20.0,Non-Binary,Oceania,Computer Science,"Python, Tableau",2.0,BI Analyst,63006.17,Job Portal,Accepted,43.0,
35.0,Non-Binary,Africa,Business,"Excel, R",3.0,Data Architect,85236.02,Referral,Accepted,84.0,0.0
30.0,Non-Binary,Europe,Mathematics,"R, Excel",,Data Engineer,78302.21,LinkedIn,Accepted,83.0,1.0
24.0,Non-Binary,Asia,nan,"Excel, R",7.0,BI Analyst,58345.7,Referral,Accepted,84.0,5.0
40.0,Female,nan,Engineering,"Excel, R",0.0,Data Architect,67152.54,nan,nan,62.0,
22.0,Non-Binary,Africa,Statistics,"Python, SQL",3.0,BI Analyst,54637.8,Job Portal,nan,70.0,
35.0,Non-Binary,Europe,Mathematics,nan,10.0,ML Engineer,72150.79,Company Website,nan,81.0,1.0
,Female,Asia,nan,"Excel, R",10.0,Data Engineer,79545.05,LinkedIn,Accepted,66.0,3.0
24.0,Non-Binary,Oceania,Computer Science,"SQL, PowerBI",5.0,nan,33129.6,nan,Rejected,66.0,
28.0,nan,nan,nan,"Python, Tableau",7.0,nan,54697.39,Referral,nan,91.0,0.0
30.0,nan,Asia,Computer Science,"Python, Tableau",7.0,ML Engineer,95178.94,Referral,Pending,99.0,3.0
,Prefer Not to Say,North America,Statistics,"Python, SQL",0.0,Data Scientist,64966.84,nan,nan,66.0,1.0
30.0,nan,Asia,Mathematics,"SQL, PowerBI",2.0,ML Engineer,94880.67,nan,nan,49.0,4.0
26.0,Male,Europe,Arts,nan,1.0,ML Engineer,50874.11,Campus Recruitment,Pending,62.0,3.0
24.0,Male,Africa,Statistics,"SQL, PowerBI",10.0,Data Architect,62023.09,Referral,Pending,83.0,
26.0,Male,nan,Business,"Python, Tableau",2.0,nan,73264.83,nan,Rejected,44.0,4.0
20.0,Female,Africa,Engineering,"SQL, PowerBI",,Data Scientist,65221.16,nan,Accepted,,0.0
26.0,nan,nan,nan,nan,7.0,Data Engineer,88981.76,nan,Pending,71.0,1.0
20.0,Male,North America,Engineering,"R, Excel",10.0,Data Analyst,68224.75,Referral,Rejected,70.0,
20.0,Prefer Not to Say,Europe,Engineering,"Excel, R",3.0,BI Analyst,80681.3,Job Portal,Accepted,49.0,3.0
,Female,Asia,Engineering,"Excel, R",10.0,Data Architect,53619.7,Referral,Pending,99.0,3.0
30.0,Prefer Not to Say,North America,Computer Science,"Python, Tableau",5.0,Data Engineer,73965.97,Campus Recruitment,Rejected,83.0,
28.0,nan,Oceania,nan,"Python, Tableau",7.0,Data Scientist,65293.24,Company Website,Rejected,91.0,3.0
26.0,Non-Binary,South America,Business,nan,2.0,ML Engineer,54978.15,Campus Recruitment,nan,99.0,0.0
24.0,Prefer Not to Say,Oceania,Mathematics,"SQL, PowerBI",7.0,Data Analyst,76998.34,nan,Pending,99.0,5.0
20.0,Non-Binary,Europe,Mathematics,nan,,ML Engineer,90432.76,Company Website,Accepted,83.0,5.0
30.0,Female,North America,Arts,"Python, SQL",1.0,BI Analyst,61071.12,LinkedIn,Rejected,66.0,0.0
22.0,Prefer Not to Say,Africa,Mathematics,"Python, Tableau",10.0,Data Scientist,76341.66,Company Website,nan,84.0,5.0
35.0,Prefer Not to Say,North America,Business,"Python, Tableau",1.0,Data Analyst,66773.57,Company Website,Rejected,99.0,5.0
,Female,South America,Mathematics,"Python, Tableau",5.0,Data Engineer,71607.42,nan,Accepted,71.0,
28.0,Female,Europe,Computer Science,nan,0.0,Data Engineer,82597.92,nan,Rejected,84.0,2.0
32.0,Male,North America,Statistics,nan,,Data Scientist,91626.76,Campus Recruitment,nan,84.0,
,nan,nan,Mathematics,"SQL, PowerBI",2.0,Data Scientist,88628.16,Job Portal,Accepted,66.0,
22.0,Prefer Not to Say,Oceania,Engineering,"R, Excel",7.0,Data Architect,58756.34,Job Portal,Pending,49.0,5.0
35.0,Prefer Not to Say,Asia,Engineering,"Python, Tableau",,ML Engineer,49835.7,Company Website,nan,79.0,3.0
22.0,Female,Oceania,Statistics,"R, Excel",,Data Analyst,39829.02,Campus Recruitment,Accepted,84.0,0.0
26.0,Female,Europe,Engineering,nan,2.0,BI Analyst,79495.34,Job Portal,Rejected,84.0,1.0
20.0,nan,North America,Engineering,"SQL, PowerBI",1.0,Data Scientist,62105.58,Job Portal,nan,53.0,0.0
28.0,Female,Oceania,Computer Science,nan,3.0,Data Analyst,85934.79,Campus Recruitment,Accepted,91.0,0.0
40.0,Non-Binary,North America,Computer Science,"Python, SQL",,Data Architect,54480.04,Company Website,Accepted,44.0,3.0
20.0,Non-Binary,Oceania,Computer Science,"Excel, R",2.0,nan,76693.01,nan,nan,43.0,4.0
40.0,Non-Binary,Europe,Mathematics,"Excel, R",10.0,Data Scientist,43446.19,LinkedIn,Accepted,83.0,1.0
35.0,Non-Binary,Africa,Statistics,nan,,Data Scientist,77569.5,Campus Recruitment,Accepted,71.0,4.0
30.0,nan,Oceania,Engineering,"Excel, R",1.0,Data Engineer,75869.49,nan,Rejected,84.0,2.0
32.0,Prefer Not to Say,Asia,Arts,"Excel, R",3.0,nan,53507.05,Campus Recruitment,Pending,49.0,3.0
24.0,Non-Binary,Oceania,Statistics,"SQL, PowerBI",0.0,Data Analyst,72883.63,Campus Recruitment,Pending,70.0,5.0
20.0,Female,Europe,Arts,"Excel, R",10.0,Data Engineer,101040.16,Company Website,nan,99.0,4.0
28.0,Non-Binary,Oceania,Engineering,"SQL, PowerBI",0.0,Data Architect,80320.28,Company Website,nan,43.0,0.0
22.0,nan,Asia,Business,"Python, SQL",1.0,Data Engineer,114327.41,nan,Accepted,43.0,0.0
28.0,Female,nan,Statistics,"Python, Tableau",10.0,nan,72298.21,Campus Recruitment,Pending,84.0,2.0
35.0,Non-Binary,Asia,Mathematics,"Python, Tableau",1.0,Data Architect,78672.12,Job Portal,Rejected,66.0,
40.0,Prefer Not to Say,Europe,Arts,"Python, Tableau",0.0,nan,62857.25,LinkedIn,Rejected,79.0,
22.0,Female,North America,Statistics,"SQL, PowerBI",1.0,Data Analyst,73694.39,nan,Pending,71.0,
24.0,Female,Oceania,Statistics,"SQL, PowerBI",10.0,Data Architect,55358.15,Referral,nan,71.0,2.0
24.0,Prefer Not to Say,Africa,Computer Science,"SQL, PowerBI",5.0,Data Architect,83583.3,Campus Recruitment,Pending,83.0,1.0
20.0,Female,Asia,Business,"Python, SQL",2.0,Data Engineer,57916.43,Campus Recruitment,nan,68.0,1.0
35.0,Non-Binary,nan,Computer Science,"R, Excel",5.0,nan,94993.28,Company Website,Rejected,79.0,3.0
30.0,Female,Asia,Business,"SQL, PowerBI",3.0,ML Engineer,49807.65,Company Website,Accepted,84.0,2.0
35.0,Non-Binary,Oceania,Business,"SQL, PowerBI",1.0,nan,65427.74,Referral,Accepted,43.0,3.0
40.0,Prefer Not to Say,North America,Mathematics,"Python, Tableau",1.0,BI Analyst,66266.52,nan,Rejected,70.0,4.0
28.0,Male,Oceania,Statistics,nan,10.0,BI Analyst,53230.03,Company Website,Pending,68.0,1.0
24.0,Prefer Not to Say,nan,Computer Science,"Excel, R",3.0,ML Engineer,73519.44,Company Website,Pending,91.0,
28.0,Non-Binary,nan,Computer Science,"Excel, R",10.0,Data Scientist,61998.47,nan,Pending,53.0,3.0
28.0,nan,Europe,Arts,"Python, SQL",2.0,Data Engineer,91064.0,Job Portal,Pending,84.0,
28.0,Prefer Not to Say,Africa,Statistics,"Excel, R",0.0,BI Analyst,57817.15,LinkedIn,Pending,44.0,2.0
24.0,nan,Oceania,Engineering,"R, Excel",,Data Analyst,76315.07,Job Portal,nan,84.0,4.0
,nan,Asia,Engineering,"Python, Tableau",5.0,Data Architect,68710.14,Campus Recruitment,Pending,47.0,1.0
26.0,Non-Binary,Asia,Arts,"Python, SQL",2.0,Data Architect,66800.03,Job Portal,Pending,99.0,3.0
40.0,Non-Binary,Europe,Business,"Excel, R",0.0,Data Scientist,71372.18,nan,Pending,66.0,5.0
,Male,North America,Arts,"Excel, R",0.0,BI Analyst,80623.57,Referral,Accepted,43.0,2.0
40.0,Female,Oceania,Arts,nan,1.0,nan,41690.25,Job Portal,Accepted,78.0,3.0
22.0,Prefer Not to Say,South America,Computer Science,"Python, Tableau",3.0,Data Engineer,70714.41,Company Website,Pending,44.0,1.0
35.0,Non-Binary,North America,Arts,"Python, SQL",7.0,BI Analyst,57613.24,Referral,Pending,49.0,4.0
35.0,Prefer Not to Say,Asia,nan,"Python, Tableau",,Data Engineer,58752.82,Referral,nan,78.0,0.0
32.0,nan,nan,Business,"Python, SQL",1.0,Data Scientist,73653.92,Campus Recruitment,Accepted,,5.0
35.0,Female,Oceania,Engineering,"Excel, R",10.0,nan,86500.23,Campus Recruitment,Rejected,44.0,4.0
24.0,Male,nan,Mathematics,"Python, Tableau",7.0,nan,93266.93,Company Website,Accepted,,
30.0,Prefer Not to Say,Asia,Statistics,"Python, Tableau",,nan,61272.69,LinkedIn,Pending,81.0,
20.0,Female,Africa,Arts,"R, Excel",3.0,Data Architect,27269.55,Referral,Accepted,44.0,3.0
32.0,Male,North America,Statistics,nan,,ML Engineer,71053.08,Company Website,Pending,81.0,3.0
20.0,Prefer Not to Say,South America,Arts,"Python, Tableau",1.0,Data Architect,42727.98,Campus Recruitment,Accepted,44.0,
40.0,Female,Africa,nan,"Python, SQL",5.0,Data Engineer,76619.6,Campus Recruitment,Accepted,70.0,0.0
20.0,Non-Binary,South America,Statistics,"R, Excel",1.0,Data Engineer,56512.77,LinkedIn,Accepted,70.0,
20.0,Prefer Not to Say,Africa,Computer Science,"Python, Tableau",5.0,Data Scientist,75135.2,Referral,Pending,70.0,3.0
32.0,Female,North America,Computer Science,"Python, Tableau",7.0,Data Scientist,57199.58,Referral,Rejected,44.0,5.0
22.0,Male,Asia,Statistics,"R, Excel",2.0,Data Analyst,52535.21,Company Website,Pending,68.0,4.0
28.0,Female,South America,Arts,"Excel, R",2.0,Data Architect,52903.83,LinkedIn,Rejected,83.0,1.0
35.0,Non-Binary,North America,nan,"Python, Tableau",7.0,Data Architect,75955.08,Job Portal,Rejected,44.0,
35.0,Prefer Not to Say,South America,nan,"SQL, PowerBI",7.0,Data Scientist,50172.55,Company Website,Rejected,78.0,4.0
24.0,Prefer Not to Say,North America,Arts,nan,1.0,BI Analyst,78189.11,Referral,Rejected,83.0,4.0
32.0,Prefer Not to Say,Africa,Business,"Excel, R",2.0,Data Engineer,96658.65,Company Website,Rejected,84.0,5.0
24.0,Non-Binary,North America,Engineering,"Python, Tableau",0.0,nan,95065.65,Company Website,nan,78.0,5.0
30.0,Male,Africa,Engineering,"Excel, R",,ML Engineer,46052.94,Company Website,Rejected,53.0,5.0
30.0,Prefer Not to Say,Asia,nan,"Python, SQL",5.0,Data Scientist,49791.95,Company Website,nan,79.0,5.0
24.0,Male,Africa,Mathematics,"Excel, R",7.0,nan,77218.43,Referral,Pending,70.0,4.0
32.0,Female,Europe,Engineering,"R, Excel",10.0,Data Engineer,53975.95,LinkedIn,Pending,44.0,
24.0,Male,Asia,Mathematics,"Python, Tableau",3.0,ML Engineer,79281.72,LinkedIn,nan,70.0,1.0
